unfold0 file,unfold0 result,unfold0 duration,cvc5 filename,cvc5 result,cvc5 duration,unfold5 file,unfold5 result,unfold5 duration,no_interp file,no_interp result,no_interp duration,sqlsolver filename,sqlsolver result,sqlsolver duration,modified_sqlsolver file,modified_sqlsolver result,modified_sqlsolver duration,cvc5_nonneg file,cvc5_nonneg result,cvc5_nonneg duration
bapa/arith/fol_0000030.smt2,unsat,0.07634568214416504,arith/cvc5_bapa/fol_0000030.smt2,unsat,0.01403188705444336,bapa/arith/fol_0000030.smt2,unsat,0.09053897857666016,bapa/arith/fol_0000030.smt2,unsat,0.6271519660949707,arith/cvc5_bapa/fol_0000030.smt2,unsat,0.019,arith/cvc5_bapa/fol_0000030.smt2,unsat,0.017,arith/cvc5_bapa/fol_0000030.smt2,unsat,0.010905742645263672
bapa/arith/fol_0000031.smt2,sat,0.1199491024017334,arith/cvc5_bapa/fol_0000031.smt2,sat,0.029810190200805664,bapa/arith/fol_0000031.smt2,sat,0.2215561866760254,bapa/arith/fol_0000031.smt2,sat,0.30202388763427734,arith/cvc5_bapa/fol_0000031.smt2,sat,0.013,arith/cvc5_bapa/fol_0000031.smt2,sat,0.012,arith/cvc5_bapa/fol_0000031.smt2,sat,0.028882265090942383
bapa/arith/fol_0000032.smt2,unsat,0.07690191268920898,arith/cvc5_bapa/fol_0000032.smt2,unsat,0.010255098342895508,bapa/arith/fol_0000032.smt2,unsat,0.09144091606140137,bapa/arith/fol_0000032.smt2,unsat,0.47170591354370117,arith/cvc5_bapa/fol_0000032.smt2,unsat,0.016,arith/cvc5_bapa/fol_0000032.smt2,unsat,0.016,arith/cvc5_bapa/fol_0000032.smt2,unsat,0.00989985466003418
bapa/arith/fol_0000033.smt2,sat,0.16228699684143066,arith/cvc5_bapa/fol_0000033.smt2,sat,0.029153823852539062,bapa/arith/fol_0000033.smt2,sat,0.17106199264526367,bapa/arith/fol_0000033.smt2,sat,0.09777998924255371,arith/cvc5_bapa/fol_0000033.smt2,sat,0.013,arith/cvc5_bapa/fol_0000033.smt2,sat,0.013,arith/cvc5_bapa/fol_0000033.smt2,sat,0.030393123626708984
bapa/arith/fol_0000034.smt2,unsat,0.0761711597442627,arith/cvc5_bapa/fol_0000034.smt2,unsat,0.010659217834472656,bapa/arith/fol_0000034.smt2,unsat,0.09142684936523438,bapa/arith/fol_0000034.smt2,unsat,0.5413658618927002,arith/cvc5_bapa/fol_0000034.smt2,unsat,0.016,arith/cvc5_bapa/fol_0000034.smt2,unsat,0.015,arith/cvc5_bapa/fol_0000034.smt2,unsat,0.01007986068725586
bapa/arith/fol_0000035.smt2,sat,0.12114906311035156,arith/cvc5_bapa/fol_0000035.smt2,sat,0.030644893646240234,bapa/arith/fol_0000035.smt2,sat,0.7623751163482666,bapa/arith/fol_0000035.smt2,sat,0.11822080612182617,arith/cvc5_bapa/fol_0000035.smt2,sat,0.014,arith/cvc5_bapa/fol_0000035.smt2,sat,0.013,arith/cvc5_bapa/fol_0000035.smt2,sat,0.02982020378112793
bapa/arith/fol_0000036.smt2,sat,0.11584997177124023,arith/cvc5_bapa/fol_0000036.smt2,sat,0.010698080062866211,bapa/arith/fol_0000036.smt2,sat,0.15014004707336426,bapa/arith/fol_0000036.smt2,sat,0.29172706604003906,arith/cvc5_bapa/fol_0000036.smt2,sat,0.012,arith/cvc5_bapa/fol_0000036.smt2,sat,0.012,arith/cvc5_bapa/fol_0000036.smt2,sat,0.008260726928710938
bapa/arith/fol_0000037.smt2,sat,0.1195521354675293,arith/cvc5_bapa/fol_0000037.smt2,sat,0.029325008392333984,bapa/arith/fol_0000037.smt2,sat,0.34435606002807617,bapa/arith/fol_0000037.smt2,sat,0.0932610034942627,arith/cvc5_bapa/fol_0000037.smt2,sat,0.097,arith/cvc5_bapa/fol_0000037.smt2,unknown,0.093,arith/cvc5_bapa/fol_0000037.smt2,sat,0.029872894287109375
bapa/arith/fol_0000038.smt2,unsat,0.0750741958618164,arith/cvc5_bapa/fol_0000038.smt2,unsat,0.010685920715332031,bapa/arith/fol_0000038.smt2,unsat,0.09048104286193848,bapa/arith/fol_0000038.smt2,unsat,0.6438360214233398,arith/cvc5_bapa/fol_0000038.smt2,unsat,0.016,arith/cvc5_bapa/fol_0000038.smt2,unsat,0.016,arith/cvc5_bapa/fol_0000038.smt2,unsat,0.010335922241210938
bapa/arith/fol_0000039.smt2,sat,0.5681860446929932,arith/cvc5_bapa/fol_0000039.smt2,sat,0.03048396110534668,bapa/arith/fol_0000039.smt2,sat,0.3561551570892334,bapa/arith/fol_0000039.smt2,sat,0.1874086856842041,arith/cvc5_bapa/fol_0000039.smt2,sat,0.097,arith/cvc5_bapa/fol_0000039.smt2,unknown,0.092,arith/cvc5_bapa/fol_0000039.smt2,sat,0.0280609130859375
bapa/arith/fol_0000040.smt2,unsat,0.07920718193054199,arith/cvc5_bapa/fol_0000040.smt2,unsat,0.00797891616821289,bapa/arith/fol_0000040.smt2,unsat,0.09304976463317871,bapa/arith/fol_0000040.smt2,unsat,0.7283639907836914,arith/cvc5_bapa/fol_0000040.smt2,unsat,0.019,arith/cvc5_bapa/fol_0000040.smt2,unsat,0.017,arith/cvc5_bapa/fol_0000040.smt2,unsat,0.011047124862670898
bapa/arith/fol_0000041.smt2,sat,0.12121796607971191,arith/cvc5_bapa/fol_0000041.smt2,sat,0.0292208194732666,bapa/arith/fol_0000041.smt2,sat,0.16591191291809082,bapa/arith/fol_0000041.smt2,sat,0.09428119659423828,arith/cvc5_bapa/fol_0000041.smt2,sat,0.092,arith/cvc5_bapa/fol_0000041.smt2,unknown,0.092,arith/cvc5_bapa/fol_0000041.smt2,sat,0.03090691566467285
bapa/arith/fol_0000042.smt2,sat,0.2503821849822998,arith/cvc5_bapa/fol_0000042.smt2,sat,0.011147022247314453,bapa/arith/fol_0000042.smt2,sat,0.2653501033782959,bapa/arith/fol_0000042.smt2,sat,0.08940482139587402,arith/cvc5_bapa/fol_0000042.smt2,sat,0.016,arith/cvc5_bapa/fol_0000042.smt2,sat,0.014,arith/cvc5_bapa/fol_0000042.smt2,sat,0.011066913604736328
bapa/arith/fol_0000043.smt2,sat,0.9803919792175293,arith/cvc5_bapa/fol_0000043.smt2,sat,0.05294632911682129,bapa/arith/fol_0000043.smt2,sat,0.24660205841064453,bapa/arith/fol_0000043.smt2,sat,0.2522768974304199,arith/cvc5_bapa/fol_0000043.smt2,sat,0.11,arith/cvc5_bapa/fol_0000043.smt2,unknown,0.11,arith/cvc5_bapa/fol_0000043.smt2,sat,0.05331897735595703
bapa/arith/fol_0000044.smt2,sat,0.12192416191101074,arith/cvc5_bapa/fol_0000044.smt2,sat,0.03406691551208496,bapa/arith/fol_0000044.smt2,sat,0.16115212440490723,bapa/arith/fol_0000044.smt2,sat,0.09245586395263672,arith/cvc5_bapa/fol_0000044.smt2,sat,0.016,arith/cvc5_bapa/fol_0000044.smt2,sat,0.013,arith/cvc5_bapa/fol_0000044.smt2,sat,0.029433012008666992
bapa/arith/fol_0000045.smt2,unsat,0.2713770866394043,arith/cvc5_bapa/fol_0000045.smt2,unsat,0.049037933349609375,bapa/arith/fol_0000045.smt2,unsat,0.16652274131774902,bapa/arith/fol_0000045.smt2,unsat,1.603118658065796,arith/cvc5_bapa/fol_0000045.smt2,unsat,0.115,arith/cvc5_bapa/fol_0000045.smt2,unsat,0.113,arith/cvc5_bapa/fol_0000045.smt2,unsat,0.052091121673583984
bapa/arith/fol_0000046.smt2,sat,0.13207507133483887,arith/cvc5_bapa/fol_0000046.smt2,sat,0.05309486389160156,bapa/arith/fol_0000046.smt2,sat,0.4489901065826416,bapa/arith/fol_0000046.smt2,sat,0.3503732681274414,arith/cvc5_bapa/fol_0000046.smt2,sat,0.111,arith/cvc5_bapa/fol_0000046.smt2,unknown,0.111,arith/cvc5_bapa/fol_0000046.smt2,sat,0.052371978759765625
bapa/arith/fol_0000047.smt2,unsat,0.22240996360778809,arith/cvc5_bapa/fol_0000047.smt2,unsat,0.051251888275146484,bapa/arith/fol_0000047.smt2,unsat,0.13659381866455078,bapa/arith/fol_0000047.smt2,unsat,1.518003225326538,arith/cvc5_bapa/fol_0000047.smt2,unsat,0.111,arith/cvc5_bapa/fol_0000047.smt2,unsat,0.113,arith/cvc5_bapa/fol_0000047.smt2,unsat,0.05581998825073242
